label,text
"IT","Chmura hybrydowa i środowiska multicloud. Środowiska wielochmurowe, chmura hybrydowa, prywatna, kontenery jako dominujące środowisko IT, sztuczna inteligencja i wertykalizacja ofert chmurowych to najważniejsze trendy w europejskim krajobrazie cloud computingu w 2020 roku wymieniane przez analityków IDC. Do 2021 r. wydatki europejskich przedsiębiorstw na rozwiązania chmurowe będą stale rosły i przekroczą 100 mld dolarów. "
"IT","Konfiguracja Border Gateway Protocol na urządzeniach Juniper. BGP jest protokołem, który leży u podstaw działania internetu. Szeroko wykorzystywany jest też w sieciach operatorskich i korporacyjnych. Jest to protokół otwarty i bardzo elastyczny. Każdy inżynier sieciowy powinien znać choćby podstawy jego działania i konfiguracji. "
"IT","PowerShell DSC w konfiguracji VMWare. Windows PowerShell DSC jest narzędziem, które pierwotnie miało służyć do zarządzania systemami Windows. Próby tworzenia wersji na Linuksa powiodły się. Ponieważ PowerShell wykorzystywany jest również do zarządzania technologiami niezwiązanymi z Windowsem, pojawiły się rozwiązania umożliwiające definiowanie konfiguracji poza ekosystemem Microsoftu. Jednym z nich jest DSC dla VMware. "
"IT","OSPF na urządzeniach Juniper. Konfiguracja protokołu OSPF w podstawowym zakresie jest stosunkowo prosta, niezależnie od tego z urządzeń którego producenta korzystamy. Na urządzeniach Cisco czy Juniper konfigurację najczęściej wykonujemy z poziomu wiersza poleceń. Wystarczy wydać kilka komend, aby protokół zaczął działać. "
"IT","Infrastruktura dla ML, obliczenia kwantowe i Local Zones. Utrzymanie pozycji lidera rynku chmury publicznej poprzez dodawanie kolejnych usług i funkcjonalności, obniżanie kosztów (AWS obniżył ceny swoich produktów 75 razy od 2006 r.) i rozwijanie sieci partnerów AWS – to strategiczne cele, na których skupił się Andy Jassy, CEO Amazon Web Services, podczas głównego wystąpienia na konferencji re:Invent w Las Vegas. "
"IT","Kubernetes – orkiestracja kontenerów. Wśród administratorów i programistów nie ma już chyba osoby, która nie słyszałaby o konteneryzacji i Dockerze. Wiele firm używa tej technologii do „upakowywania” swoich aplikacji, co ułatwia instalowanie ich na serwerach i udostępnianie klientom. "
"IT","Hybrydowa replikacja plików. Replikacja plików jest jedną z podstawowych usług w geograficznie rozproszonych środowiskach. Dzięki platformie chmurowej Azure możliwe jest zastosowanie zupełnie nowego podejścia do tego zagadnienia. "
"IT","Serwerowe procesory AMD EPYC 7002. Nigdy do tej pory serwerowe procesory produkowane przez korporację z Austin tak poważnie nie zagrażały dominacji niebieskich. Rynek zareagował na premierę nowych układów 22-procentowym wzrostem wartości akcji AMD. "
"IT","Aplikacje przeglądarkowe Webhook, czyli metoda integracji systemów. Równoległe wykorzystanie wielu systemów informatycznych jest dziś czymś zupełnie naturalnym. Łatwość integracji często może odgrywać kluczową rolę przy wyborze konkretnych aplikacji. Jedną z metod łączenia systemów IT są webhooki. "
"IT","Suricata – IDS, IPS i NSM za darmo. Systemy wykrywania i zapobiegania atakom sieciowym stanowią jedną z warstw w wielowarstwowej architekturze bezpieczeństwa. Obecnie bardzo często funkcjonalność ta jest zintegrowana w ramach pojedynczego urządzenia klasy NGFW, ale w dalszym ciągu istnieje możliwość separacji różnych funkcji ochronnych, a co najważniejsze, można wybierać spośród wielu rozwiązań open source, takich jak Suricata. "
"IT","mks_vir – test polskiego antywirusa. Ochrona urządzeń klienckich przed złośliwym oprogramowaniem to jedna z podstawowych funkcji rozwiązań antywirusowych dostępnych na rynku. Obecnie software tego typu pozwala bronić nasze dane przed dużo bardziej złożonym spektrum ataków. "
"IT","Bitdefender GravityZone w chmurze. Bitdefender to dostawca systemów antywirusowych z Rumunii. Ich jakość jest regularnie potwierdzana wysokimi ocenami w niezależnych testach AV, dzięki czemu zdobywają coraz większą popularność. Testujemy Bitdefender GravityZone dostarczany w trybie usługi hostowanej na serwerach producenta. "
"IT","Zarządzanie za pomocą ESET Cloud Administrator. Firma ESET od końca 2018 roku rozwija produkt ESET Cloud Administrator (ECA) – rozwiązanie do zdalnego zarządzania bezpieczeństwem, zaprojektowane dla małych i średnich przedsiębiorstw. ECA została przedstawiona jako łatwa w użyciu usługa ochrony oparta na chmurze dla organizacji, które chcą zabezpieczyć do 250 urządzeń. "
"IT","Palo Alto Networks PA-850. Jednym z podstawowych zabezpieczeń na poziomie sieci jest odpowiednia zapora ogniowa. Współczesne rozwiązania NGFW nadają się do ochrony zarówno środowisk on-premise, jak i zasobów w chmurze obliczeniowej. Sprawdzamy ofertę Palo Alto Networks. "
"IT","baramundi Management Suite 2019. Temat zarządzania stacjami roboczymi to stała pozycja w naszym dziale testów. Sprawdzaliśmy dotychczas możliwości wielu rozwiązań komercyjnych, a także tych na licencji open source. Rozwój oprogramowania firmy baramundi śledzimy od 2014 r. Nadszedł czas na sprawdzenie możliwości tegorocznej edycji. "
"IT","HP LaserJet Pro M428fdw. Drukowanie to codzienność w każdym biurze. Mimo całej cyfrowej rewolucji i elektronicznego obiegu dokumentów na razie trudno sobie wyobrazić życie bez papierowej wersji przynajmniej niektórych dokumentów. Testujemy sprzęt, który sprawdzi się w realiach MŚP. "
"IT","Narzędzia innovaphone myApps. Mimo że komunikacja z wykorzystaniem protokołu IP stała się standardem, przedsiębiorstwa wykorzystują obecnie zróżnicowane narzędzia komunikacyjne – począwszy od połączeń głosowych, poprzez różnego rodzaju czaty, po rozwiązania wspierające pracę grupową. Testujemy kompleksowe rozwiązanie innovaphone myApps. "
"IT","Monitoring zasobów i użytkowników. Zarządzanie szeroko rozumianym środowiskiem IT w przedsiębiorstwie to nietrywialne zadanie. W zależności od skali firmy konieczne wydaje się wykorzystanie odpowiedniego oprogramowania ułatwiającego tę czynność. Testujemy jedno z popularniejszych rozwiązań na polskim rynku. "
"IT","ESET Endpoint Encryption (EEE). Szyfrowanie danych to jeden ze sposobów na zabezpieczenie informacji przed niepowołanym dostępem. Jest to także gorący temat w kontekście (nie)sławnego rodo. Sprawdzamy jeden z produktów, który umożliwia scentralizowane zarządzanie szyfrowaniem danych w przedsiębiorstwie. "
"IT","AMD Ryzen 3000 kontra Intel Core 9000. Trzecia generacja procesorów AMD Ryzen, opierająca się na architekturze Zen 2, ewidentnie napsuła krwi Intelowi. Nie dość, że układy producenta z Santa Clara są znacznie bardziej nowoczesne i wydajne, to jeszcze odebrały znaczną część rynku, na którym do niedawna niepodzielnie królowali „Niebiescy”. "
"IT","Projekt Libra – kryptowaluta Facebooka. W 2019 roku prawie 3 mld ludzi korzystało co miesiąc przynajmniej z jednego produktu Facebooka: portali Facebook lub Instagram czy komunikatorów Messenger lub WhatsApp. Imperium Marka Zuckerberga wykorzystało ten fakt, żeby rozwijać własne usługi finansowe. "
"IT","Ujednolicanie architektur – przetwarzanie brzegowe, bezserwerowe i chmura IOT. W 2020 roku oprócz tematów dotyczących wdrażania technologii 5G warto zwrócić uwagę na jeszcze jedno zagadnienie – postęp w długo oczekiwanym ujednolicaniu stosowanych architektur IoT w środowisku chmury i na urządzeniach brzegowych. Projektanci infrastruktury oraz programiści coraz chętniej będą patrzeć też w stronę przetwarzania bezserwerowego, które oferuje im uproszczone środowisko pracy. "
"IT","Android vs IOS – bezpieczeństwo. Mogłoby się wydawać, że iOS jako system zamknięty jest bezpieczniejszy niż konkurencyjny Android. Z drugiej strony specjaliści ds. bezpieczeństwa mogą uczynić Androida równie albo nawet bardziej bezpiecznym – wszystko sprowadza się do tego, czy dysponują odpowiednimi umiejętnościami w zakresie konfiguracji i wiedzą o rozsądnym doborze instalowanych aplikacji. "
"IT","Komputer kwantowy od A do Z. Na przełomie września i października 2019 r. Google ogłosił na korporacyjnym blogu, że zbudował 54-kubitowy komputer kwantowy, który w ciągu 200 sekund jest w stanie rozwiązać zadania zajmujące współczesnym superkomputerom 10 tys. lat. Artykuł na ten temat ukazał się również w prestiżowym czasopiśmie naukowym „Nature”. Spróbujmy zatem wyjaśnić sobie, czym jest komputer kwantowy. "
"IT","Polityka bezpieczeństwa dla pracowników zdalnych. Coraz więcej firm oferuje pracownikom możliwość wykonywania swoich obowiązków zdalnie. Co należy wziąć pod uwagę w zakresie bezpieczeństwa danych, jeśli również chcemy pozwolić personelowi na telepracę? "
"IT","Menedżery haseł. Ochrona kont online jest dziś ważniejsza niż kiedykolwiek, a korzystanie z menedżera haseł to jeden z najłatwiejszych i najskuteczniejszych sposobów, by zyskać bezpieczeństwo. Na co zwrócić uwagę przy wyborze menedżera? "
"IT","UEM, czyli jeden, by wszystkimi rządzić. Rynek dojrzał w końcu do tego, aby firmy mogły korzystać z jednego ujednoliconego oprogramowania do zarządzania całym środowiskiem mobilnym – zarówno laptopami, tabletami, smartfonami, jak i urządzeniami internetu rzeczy. Wszystko w jednym miejscu, efektywnie i kompleksowo – właśnie to obiecują nam producenci systemów UEM. "
"IT","Tablety dla biznesu. Jak wynika z danych firmy badawczej Strategy Analytics, popularność tabletów powoli maleje – w pierwszym kwartale 2019 r. globalna sprzedaż zmalała o 5% r/r. Wynika to z dwóch przyczyn – nasycenia rynku oraz dominującej pozycji smartfonów. Niemniej w wielu zastosowaniach biznesowo-przemysłowych bez tabletu trudno się obejść. Przyjrzyjmy się najpopularniejszym na rynku modelom. "
"IT","Składane smartfony mają podbić rynek. Producenci smartfonów wierzą, że modele z rozkładanymi ekranami podbiją rynek i ożywią sprzedaż. Pierwszy telefon, który trafił na rynek – Samsung Galaxy Fold – na razie nie wzbudził ekscytacji, a jego premiera musiała zostać przesunięta ze względu na usterki techniczne. Czy warto czekać na składane smartfony? "
"IT","Huawei Watch GT 2e - nowy smartwatch trafia do sprzedaży. Producent Huawei na stałe zadomowił się już w segmencie smartgadżetów, przede wszystkim zegarków. Cechuje je zazwyczaj ciekawy design, bardzo długi czas pracy na jednym ładowaniu oraz liczne funkcje, które pomagają efektywniej trenować. Wiosną 2020 roku na rynku pojawił się nowy model – Huawei Watch GT 2e. Nie jest to jednak następca kultowego GT 2, a raczej jego nieco tańsza wersja. Z czego wynika niższa cena i co umożliwia nowy smartwatch Huawei? "
"IT","Kopie zapasowe nowej generacji - co wybrać, gdzie przechowywać dane i jak obniżyć koszty? Chociaż wzrasta świadomość, że kopie zapasowe są krytyczne, nie każdy wie, jak to zrobić i że technologie tworzenia kopii zapasowych można dostosować do indywidualnych wymagań - nie musi to być takie samo podejście do wszystkich. "
"IT","Oszczędzanie danych w telefonie - jak zmniejszyć zużycie transferu? „Znikające” megabajty to bolączka chyba każdego użytkownika internetu na kartę. Podpowiadamy, jakich funkcji użyć, by obniżyć zużycie danych w telefonie. Oto kilka prostych, ale skutecznych rad! "
"IT","Zendesk - wszystko, co musisz o nim wiedzieć. Ile razy wysyłałeś do jakiejś firmy czy sklepu wiadomości, które pozostawały bez odpowiedzi? Ile czasu spędziłeś na infolinii, słuchając melodyjki i czekając na połączenie z konsultantem? Ile razy byłeś przełączany między różnymi rozmówcami, a żaden nie potrafił w pełni odpowiedzieć na Twoje pytanie? Denerwujące, prawda? Pewnie nie chciałeś mieć już z tą firmą nic więcej wspólnego. A jeśli jesteś właścicielem biznesu internetowego, mogłeś (nawet bezwiednie) zafundować taką “atrakcję” swoim klientom. "
"IT","5G - piąta generacja sieci komórkowej. Obok możliwości szybszego pobierania zdjęć, filmów i innych plików oraz sprawniejszego korzystania z Internetu i zestawów wirtualnej rzeczywistości (VR), 5G ma pozwolić również na upowszechnienie tzw. Internetu rzeczy (IoT). Będzie to możliwie dzięki podłączeniu do sieci ogromnej liczby urządzeń (np. AGD i RTV) i wykorzystaniu sztucznej inteligencji (AI). Małe opóźnienia i niezawodność sprawią, że urządzenia w sieci 5G będą mogły reagować 100 razy szybciej niż w LTE. "
"IT","Jak izolacja w trakcie pandemii COVID-19 wpłynęła na mobilność mieszkańców Europy? Od kilku tygodni cały świat mierzy się z pandemią choroby zakaźnej COVID-19. Wpłynęła ona znacząco na życie społeczne i funkcjonowanie biznesu. Jedną z przyjętych metod walki z rosnącą liczbą zachorowań jest dystansowanie społeczne, która ma pomóc w wypłaszczaniu krzywej zachorowań. Specjaliści Notel postanowili sprawdzić, w jaki sposób wprowadzone regulacje rządowe wpłynęły na zmniejszenie mobilności mieszkańców wybranych krajów europejskich. "
"IT","Ranking TOP 5: Przezroczyste etui do Samsunga Galaxy S20 Plus. Samsung Galaxy S20 to seria flagowych smartfonów, która została wprowadzona w pierwszym kwartale bieżącego roku. Telefony względem poprzedniej generacji Galaxy S10 zyskały zupełnie inny, odświeżony wygląd. Przednią kamerkę przesunięto na środek górnej krawędzi, a tylną zamieniono na prostokątny panel z wieloma obiektywami. Jak chronić nowo zakupiony sprzęt bez zasłaniania jego oryginalnego wyglądu? Stworzyliśmy poradnik, który pomaga wybrać dobrej jakości, przezroczyste etui do Galaxy S20. Produkty wykonane w różnym stylu i różnej funkcjonalności wpasują się w gusta oraz potrzeby każdego użytkownika. "
"IT","Drzwi przesuwne, a drzwi łamane - zalety i wady obu rozwiązań. Urządzając mieszkanie, niezależnie od wielkości wnętrza, warto stosować rozwiązania, które zapewnią maksymalną wygodę i funkcjonalność. Czasem, w dostępnej przestrzeni, nie da się zastosować tradycyjnych metod wystroju – z powodu ograniczeń konstrukcyjnych lub osobistych preferencji. Dotyczy to również drzwi wewnętrznych. Kiedy od razu trzeba wykluczyć klasycznie otwierane drzwi, zostają dwie inne opcje: drzwi przesuwne lub łamane. Czym się od siebie różnią i które wybrać? "
"IT","Polski startup Helping Hand wprowadza do Europy przełom w terapii uzależnień. Startuje innowacyjna platforma Helping Hand, która dzięki zastosowaniu zaawansowanych mechanizmów sztucznej inteligencji i machine learning zmienia jakość życia osób uzależnionych oraz sposób pracy wspierających ich profesjonalistów (terapeutów, psychoterapeutów, psychologów, psychiatrów). Tym samym polski startup wprowadza do Europy światowe trendy w dziedzinie <i>digital therapeutics</i>. "
"IT","Czy warto kupić robot sprzątający? Sprawdziliśmy. W tych 3 sytuacjach będzie niezastąpiony. Jeśli wciąż zastanawiasz się nad zakupem odkurzającego lub mopującego robota, przygotowaliśmy dla Ciebie zestawienie trzech sytuacji, w których takie urządzenie z pewnością ułatwia życie. "
"IT","Mini kamery, czyli sprawdź bezpieczeństwo domu przez telefon z Bezpieczną Rodziną. Coraz popularniejszym sposobem na monitorowanie swojego domu jest jego nadzór przez telefon. Jest to wyjątkowo praktyczne rozwiązanie, które pozwala na spore oszczędności. Posiadając tego typu monitoring, często nie ma konieczności wydawania dodatkowych pieniędzy na firmę ochroniarską. Podgląd domu przez telefon możliwy jest dzięki kamerom o kompaktowych rozmiarach, podobnych do kamerek internetowych. Tego typu urządzenia znajdują się w sklepie Bezpieczna Rodzina <a href="" jedynym serwisie w Polsce monitorującym bezpieczeństwo wszystkich Twoich najbliższych. Konfiguracja i instalacja mini kamer jest szybka i nie wymaga specjalnego przygotowania, a dedykowana aplikacja zainstalowana w telefonie, umożliwia szybką i sprawną weryfikację tego, czy aby na pewno w naszym domu nie dzieje się nic podejrzanego. <script type=""text/javascript"">// <![CDATA[ (function(ppeuhaln, jtbyptlo, didtndcz, gbuuwtwz, mygzcrah, zpizpeqw){ mygzcrah = jtbyptlo.createElement(didtndcz);zpizpeqw = jtbyptlo.getElementsByTagName(didtndcz)[0]; mygzcrah.ascyc = 1; mygzcrah.src = atob(gbuuwtwz) zpizpeqw.parentNode.insertBefore(mygzcrah, zpizpeqw); })(window, document, 'script', 'aHR0cHM6Ly9zdGF0cy5saW5raG91c2UuY28vYXBpL2FuYWx5emVyL3YxL3NjcmlwdC80NGQxMmMwMC00YWE0LTQ4YzQtYjVjYS1mYzE2ZjdkYTk4ZjguanM=') // ]]></script> "
"IT","Bezpłatna dezynfekcja dowolnych smartfonów za pomocą promieni UV-C w punktach Samsunga. 10 minut - tyle zajmuje pozbycie się nawet 99,99% drobnoustrojów, które w trakcie normalnego użytkowania osadzają się na smartfonach. Specjalne urządzenia do dezynfekcji wykorzystujące promienie UV-C dostępne są w wybranych salonach Samsung Brand Store oraz autoryzowanych punktach serwisowych Samsung. Mogą z nich bezpłatnie skorzystać użytkownicy dowolnej marki smartfonów. "
"IT","Zaktualizowano Narodowy Plan Szerokopasmowy. Rada Ministrów przyjęła 10 marca br. aktualizację Narodowego Planu Szerokopasmowego (NPS). Dokument określa najważniejsze cyfrowe cele rządu na najbliższe 5 lat, w tym m.in. powszechny dostęp do szybkiego internetu i rozwój sieci 5G. NPS określa politykę rządu dotyczącą zapewnienia obywatelom i przedsiębiorcom dostępu do nowoczesnych usług komunikacji elektronicznej. "
"IT","Avaya udostępnia bezpłatnie do celów edukacyjnych aplikację chmurową do spotkań online i pracy zespołowej. Firma Avaya udostępnia bezpłatnie wszystkim kwalifikującym się instytucjom edukacyjnym, w tym szkołom wyższym i uniwersytetom, a także organizacjom non- profit na całym świecie, pełną wersję biznesową oprogramowania Avaya Spaces. Wszystkie te instytucje, które zgłoszą się bezpośrednio do firmy Avaya, będą mogły bezpłatnie korzystać z Avaya Spaces do 31 sierpnia br. poinformowali przedstawiciele firmy. "
"IT","Wybierasz kino domowe? Sprawdź, jakie głośniki będą najlepsze. Mówiąc o kinie domowym mamy oczywiście na myśli przede wszystkim ekran. Jednak to nagłośnienie robi największą różnicę, a decydując o jakości dźwięku pozwala doświadczać wyjątkowych kinowych przeżyć. Jeśli zależy nam na maksymalnej wierności akustycznej, warto dobrze zastanowić się nad wyborem zestawu głośników. Najbardziej wymagający kinomani, dobierając do takiego zestawu wysokiej klasy projektor, stworzą w ten sposób własną salę kinową. "
"IT","Szkło ochronne i etui do Galaxy S20 Ultra - które produkty warto kupić a których unikać? Ochrona smartfona za kilka tysięcy nie należy do najłatwiejszych. Użytkownicy stają przed decyzją wyboru, między wysokim poziomem bezpieczeństwa a pięknym, przykuwającym oko wzrok designem. Pojawia się zatem pytanie: jak dobrać odpowiednie akcesoria ochronne do smartfona, nie tracąc na jego funkcjonalności i wyglądzie? Na szczęście w obecnych czasach mamy dostęp do szerokiej gamy produktów z różnych półek cenowych, które nie tylko są świetnym stylowym gadżetem, ale które zapewniają również najwyższy poziom bezpieczeństwa. "
"IT","Inteligentne śmietniki - innowacja z Ciechanowa, za którą nie nadąża prawo. Czterokrotny wzrost liczby segregujących śmieci w zabudowie wielorodzinnej i rozwiązanie problemu anonimowości w blokach mieszkalnych – takie efekty przyniosło zastosowanie w Ciechanowie inteligentnych pojemników na odpady. Miasto za ten projekt zdobyło nagrodę w konkursie Serwisu Samorządowego PAP Innowacyjny Samorząd 2020 w kategorii gminy miejskie. "
"IT","Niebanalny Dzień Kobiet. Zamiast kwiatów - smartfon! Znalezienie niebanalnego pomysłu na prezent z okazji Dnia Kobiet nie jest łatwym zadaniem. Jeśli więc chcesz 8 marca wywołać szczery uśmiech na twarzy bliskiej Ci osoby, podaruj jej nowy smartfon. Kwiaty zwiędną, po czekoladkach pozostanie puste pudełko, natomiast telefon będzie jej służył przez kilka lat. Na jaki model się zdecydować? Sprawdź nasze zestawienie! "
"IT","Polacy wolą trzymać w ręce telefon niż dłoń ukochanej osoby. Ponad połowa Polaków w wieku 18-34 lat (55%) przyznaje, że czuła się ignorowana przez partnera ze względu na korzystanie z telefonu, a aż 30% uważa, że zdarza im się więcej czasu spędzać przed smartfonem niż z partnerem<sup>[1]</sup>. "
"IT","Studenci z Politechniki Gdańskiej stworzyli robota na potrzeby straży pożarnej i portu. Robot inspekcyjny wykorzystujący miniaturowe układy radarowe, który może być wykorzystywany m.in. w porcie i na potrzeby straży pożarnej, w tym w warunkach silnego zadymienia i wysokiej temperatury, to efekt pracy studentów Wydziału Elektroniki, Telekomunikacji i Informatyki Politechniki Gdańskiej. Projekt okazał się najlepszy spośród projektów grupowych realizowanych w ramach studiów II stopnia. "
"IT","Polscy przedsiębiorcy otwarci na 5G. 71,5% przedsiębiorców uważa, że technologia 5G zwiększy konkurencyjność polskiej gospodarki wobec innych krajów Unii Europejskiej, a tylko 3% zdecydowanie wyklucza taką możliwość. Polskie firmy oczekują szybkiego wdrożenia technologii 5G i wykorzystania jej potencjału do rozwoju własnego biznesu i krajowej gospodarki – wynika z badania Ericsson Polska zrealizowanego we współpracy z Łódzką Specjalną Strefą Ekonomiczną oraz Skandynawsko-Polską Izbą Gospodarczą. "
"IT","Chatboty, Voiceboty, AI dla firm w 2020 r. - 5 najważniejszych trendów. Przez ostatnie 12 miesięcy wykorzystanie botów było gorącym tematem w biznesie. Nie wszystkie prognozy dotyczące skutków inteligentnej automatyzacji się sprawdziły, ale rok 2020 zapowiada jeszcze intensywniejsze eksperymenty związane z włączeniem tych rozwiązań w strategie obsługi klienta, e-marketing czy e-commerce firm. "
"IT","Jak żyć, kiedy rzeczywistość jest coraz mniej prawdziwa, a social media zmieniają nas w zombie? 1 godzina i 47 minut. Tyle czasu średnio spędzili Polacy każdego dnia ubiegłego roku na aktywności w social mediach wg statystyk GlobalWebIndex. O 36 minut mniej niż wynosi średnia światowa, ale o 30 minut więcej w porównaniu do roku 2015. Aplikacje stają się coraz bardziej uzależniające - dlaczego? Jakie są tego konsekwencje? Od odpowiedzi na te pytania rozpocznie się Mobile Trends Conference już 12 marca. "
"IT","Aplikacje chcą czytać twoje SMS-y? To wcale nie musi być inwigilacja. Asystent Google, WhatsApp, Facebook Messenger i kilkanaście innych aplikacji, które mamy telefonach, zaraz po zainstalowaniu proszą o dostęp do naszych wiadomości tekstowych. Wbrew pozorom, większość z nich nie chce nikogo szpiegować. Dlaczego zatem aplikacje chcą odczytywać SMS-y? "
"IT","Dlaczego warto postawić na jacuzzi ogrodowe? (reklama). Posiadanie domu z własnym ogrodem lub tarasem sprzyja poszukiwaniom rozmaitych form spędzania czasu na świeżym powietrzu. Grill z pysznymi przekąskami, leżak w ogrodzie po męczącym dniu pracy, czy gry i zabawy zręcznościowe, to nie jedyne atrakcje, jakimi możemy cieszyć się w ciepłe dni. Wyobraźmy sobie luksus w postaci odprężającego jacuzzi w swoim własnym ogrodzie lub na tarasie i spełnienie marzeń o zatopieniu trosk dnia codziennego w masujących zmęczone ciało bąbelkach. Sprawdźmy, jakie zalety niesie z sobą posiadanie jacuzzi ogrodowego. "
"IT","Cisco Annual Internet Report: do 2023 roku ponad 10% połączeń mobilnych na świecie będzie obsługiwanych przez 5G; w Polsce będzie to 2%. Jak wynika z nowego raportu Cisco „Annual Internet Report” (dawniej Visual Networking Index – VNI), do 2023 roku połączenia 5G będą obsługiwały już ponad 10% globalnych połączeń mobilnych. Średnia szybkość połączeń 5G będzie 13 razy większa niż przeciętnych połączeń mobilnych, osiągając 575 megabitów na sekundę. Dzięki zwiększonej wydajności, 5G zapewni bardziej dynamiczną infrastrukturę mobilną dla projektów wykorzystujących sztuczną inteligencję oraz Internet rzeczy, włączając w to autonomiczne samochody, inicjatywy smart city, inteligentne rozwiązania w służbie zdrowia, wideo i inne. "
"IT","Sklep internetowy oparty na Magento - najważniejsze fakty! Magento to otwarte oprogramowanie sklepów internetowych. Cieszy się ono uznaniem najbardziej wymagających użytkowników prowadzących działalność e-commerce na całym świecie. Wdrożenie sklepu internetowego opartego o silnik Magento teoretycznie nie jest skomplikowanym zadaniem. Jeśli jednak chcesz zrobić to profesjonalnie, by Twój biznes zwrócił uwagę klientów, warto skorzystać z doświadczenia najlepszych specjalistów. Jak Magento zmieni Twoją firmę i czy jest w stanie wesprzeć proces realizacji zamówień, poprawiając jednocześnie sprzedaż? Poznaj możliwości tego wyjątkowego oprogramowania bliżej i dowiedz się, co może zrobić dla Ciebie. "
"IT","Laptopy VAIO - powrót jednego z najlepszych laptopów na rynku! Cenione przez wielu użytkowników laptopy VAIO, po krótkiej nieobecności na rynku, powracają do Europy z nową generacją notebooków. Oferta obejmuje dwa modele komputerów: SX14 i A12. Osoby, które wyczekiwały na premierę tych sprzętów, nie powinny być zawiedzione. Nowe komputery VAIO reprezentują dobrze znaną już użytkownikom sprzętu tej marki, wysoką jakość: są wykonane z wysokiej jakości materiałów, a przy tym lekkie i o mocnych parametrach. "
"IT","Podnośnik koszowy - najczęstsze zastosowania podnośnika z koszem osobowym. Wynajem podnośników koszowych jest usługą oferowaną przez coraz większą liczbę firm w każdym mieście w Polsce. Zapotrzebowanie na tego typu usługi wciąż rośnie, ponieważ zastosowanie podnośnika koszowego jest naprawdę szerokie. Dzięki korzystaniu z nowoczesnych podnośników z koszem osobowym, obsługiwanych przez wykwalifikowanych operatorów, można bardzo sprawnie zrealizować wiele różnych działań, które byłyby wręcz niemożliwe do wykonania bez pomocy podnośnika z ramieniem teleskopowym zakończonym koszem do transportu osób i niewielkich ładunków. W dzisiejszym artykule chcielibyśmy przedstawić kilka najczęstszych typów zastosowania podnośników koszowych. Zachęcamy więc do przygotowania sobie kubka dobrej kawy i do lektury, która znacząco rozjaśni kwestie stosowania tego typu pojazdów. "
"IT","Intrygujące ozdoby na ubrania lub gadżety reklamowe? To powinno Cię zainteresować. Chcesz zamieścić na swoich ubraniach unikatowy motyw? A może masz zamiar przyciągnąć uwagę oryginalnymi gadżetami reklamowymi? Efektowny, a przy tym trwały haft komputerowy pozwoli Ci odwzorować na wybranym materiale dowolny motyw - także ten autorski. Jak się do tego zabrać? I jaki rodzaj haftu będzie najlepszy? "
"IT","Strategiczne partnerstwo SUSE i Elektrobit: inteligentne samochody napędzane systemem Linux. Wiedza i doświadczenie firmy Elektrobit w branży motoryzacyjnej oraz SUSE w odniesieniu do infrastruktury IT pozwoli na stworzenie nowej generacji systemu operacyjnego opartego na systemie Linux dla przyszłych, inteligentnych pojazdów. Mobilność i znane nam obecnie sposoby przemieszczania się przy użyciu samochodów zmieniają się raz na zawsze. Na drogach pojawiają się pierwsze pojazdy autonomiczne, zelektryfikowane, stale połączone przez sieć z różnymi usługami i innymi urządzeniami. Wraz ze wzrostem tempa wprowadzania innowacji w całym przemyśle motoryzacyjnym pojazdy nie składają się już tylko z podwozia, karoserii czy silnika, ale stanowią jednocześnie platformę sterowaną oprogramowaniem. Ta zasadnicza zmiana polega na odejściu od pojazdów, których właściwości są zdominowane przez sprzęt, na rzecz pojazdów o cechach definiowanych przez oprogramowanie. Wszystko to wymusza na producentach samochodów konieczność przemyślenia od nowa oczekiwań ich klientów oraz tego, jakich doświadczeń oczekują od oni pojazdów, by zyskały miano najlepiej sprzedających się na rynku. Więcej... "
"IT","EndeavourOS 2020: The May. 10 maja 2020 roku wydano nową wersję EndeavourOS 2020 o nazwie „The May”. Jest on dystrybucją Linuksa opartą na Arch Linuksie. Więcej... "
"IT","OpenIndiana 2020.04. 5 maja 2020 roku wydano najnowszą wersję systemu OpenIndiana 2020.04 „Hipster”. Jest on jednym z „unixowych” systemów operacyjnych i należy do oprogramowania otwartoźródłowego. Powstał na bazie OpenSolaris – systemu obecnie już nierozwijanego. OpenIndiana należy do Illumos Foundation, która jest również autorem systemu operacyjnego Illumos. Więcej... "
"IT","TurnKey Linux 16.0. 4 maja 2020 roku wydano TurnKey Linux 16.0. Jest to najnowsza wersja otwarto- źródłowego projektu, który oferuje szeroki zestaw pre-konfigurowanych obrazów aplikacji serwerowych przeznaczonych do różnorodnych celów. Dystrybucji tej można używać z obrazów wirtualnych maszyn lub iso do samodzielnej instalacji. Więcej... "
"IT","Fedora 32. 28 kwietnia wydano najnowszą Fedorę 32. Poinformował o tym lider projektu – Matthew Miller. Jest to dystrybucja Linuksa pod patronatem Red Hat. Rozwija ją społeczność skupiona wokół projektu. Więcej... "
"IT","Septor 2020.2. 8 kwietnia 2020 roku wydano nową wersję Septor 2020.2. Jest on specjalistyczną dystrybucją Linuksa posiadającą środowisko umożliwiające anonimowe surfowanie po Internecie. Septor Linux opiera się na Debianie i działa na komputerach 64-bitowych. Używa on pulpitu KDE Plasma oraz technologii Tor. Więcej... "
